Designator,Mid X,Mid Y,Rotation,Layer
J1,96.52,-93.98,0.0,top
J2,96.52,-83.82,0.0,top
J3,96.52,-73.66,0.0,top
J4,137.16,-109.22,90.0,top
J5,138.43,-104.14,90.0,top
J6,128.27,-104.14,270.0,top
U1,135.243,-81.046,0.0,top
U2,111.76,-93.56,180.0,top
